Avena con manzana y canela	Cereales	53.0	1.2	10.9	0.7	0.9	75.9	0.0	0.3333333333333333 sobre	1
Avena con pasitas y especias	Cereales	53.0	1.2	10.9	0.7	0.9	75.9	0.0	0.3333333333333333 sobre	1
Avena cruda	Cereales	76.0	5.4	20.5	2.2	4.8	1.0	0.0	0.3333333333333333 taza	1
Avena en hojuelas	Cereales	65.0	4.6	17.6	1.9	4.1	0.9	0.0	0.3333333333333333 taza	1
Avena instantánea preparada	Cereales	68.0	4.8	18.2	2.0	4.3	0.9	0.0	2 cucharada	1
Avena integral	Cereales	65.0	4.6	17.5	1.9	4.1	0.9	0.0	0.3333333333333333 taza	1
Avena integral con pasitas instantánea preparada	Cereales	77.0	1.7	16.4	0.9	1.3	120.8	0.0	0.5 sobre	1
Azafrán	Condimentos	3.0	0.1	0.7	0.1	0.0	1.0	0.0	1 cucharadita	1
Azúcar blanca	Azucares	33.0	0.0	8.4	0.0	0.0	0.0	0.0	2 cucharadita	1
Azúcar de mesa	Azucares	33.0	0.0	8.4	0.0	0.0	0.0	0.0	2 cucharadita	1
Azúcar glass	Azucares	39.0	0.0	10.0	0.0	0.0	0.1	0.0	4 cucharadita	1
Azúcar granulada	Azucares	33.0	0.0	8.4	0.0	0.0	0.0	0.0	2 cucharadita	1
Azúcar mascabado	Azucares	36.0	0.0	9.1	0.0	0.0	3.0	0.0	2 cucharadita	1
Azúcar morena	Azucares	34.0	0.0	8.8	0.0	0.0	2.5	0.0	3 cucharadita	1
Bacalao enlatado	Carnes	37.0	8.0	0.0	0.3	0.0	76.3	0.0	35 g	1
Bacalao fresco	Carnes	37.0	8.0	0.0	0.3	0.0	24.4	0.0	45 g	1
Bacalao noruego	Carnes	38.0	8.2	0.0	0.3	0.0	913.5	0.0	13 g	1
Bacalao seco	Carnes	38.0	8.2	0.0	0.3	0.0	913.5	0.0	13 g	1
Bagel	Cereales	65.0	2.5	12.6	0.4	0.5	126.3	0.0	0.3333333333333333 pieza	0
Bagel de ajo	Cereales	67.0	2.5	12.9	0.4	0.6	129.4	0.0	0.3333333333333333 pieza	0
Bagel de ajonjolí	Cereales	74.0	2.7	12.9	0.7	0.6	145.6	0.0	0.3333333333333333 pieza	0
Bagel de avena	Cereales	60.0	2.5	12.6	0.3	0.9	120.0	0.0	0.3333333333333333 pieza	0
Bagel de canela y pasas	Cereales	65.0	2.3	13.1	0.4	0.5	76.3	0.0	0.3333333333333333 pieza	0
Bagel de cebolla	Cereales	74.0	2.7	12.9	0.7	0.6	145.6	0.0	0.3333333333333333 pieza	0
Bagel integral	Cereales	60.0	2.5	12.6	0.3	0.9	120.0	0.0	0.3333333333333333 pieza	0
Bagre fileteado	Carnes	38.0	7.0	0.0	1.1	0.0	24.0	0.0	40 g	1
Bagre, chihuil	Carnes	38.0	7.0	0.0	1.1	0.0	24.0	0.0	80 g	1
Baguette	Cereales	72.0	2.2	13.4	1.0	0.6	145.8	0.0	0.14285714285714285 pieza	1
Barbacoa	Carnes	54.0	7.6	0.0	2.4	0.0	30.0	0.0	50 g	1
Barbacoa con hueso	Carnes	51.0	7.2	0.0	2.3	0.0	28.3	0.0	65 g .	1
Barquillo	Cereales	64.0	1.1	12.0	1.1	0.4	22.5	0.0	1.5 pieza	1
Barra de granóla	Cereales	101.0	2.2	13.7	4.2	1.1	62.3	0.0	0.75 pieza	1
Barrita de avena	Cereales	56.0	0.8	11.1	1.1	0.5	52.5	0.0	0.5 pieza	1
Barrita de granóla con cacahuate	Cereales	87.0	1.4	11.0	5.0	0.7	31.7	0.0	0.3333333333333333 pieza	1
Barrita de granóla con choco chlp	Cereales	119.0	2.1	19.6	4.7	1.4	77.0	0.0	1 pieza	1
Barrita de granóla con pasitas y nuez	Cereales	97.0	1.7	13.5	4.4	1.2	54.0	0.0	0.75 pieza	1
Barrita de granóla cubierta con chocolate	Cereales	98.0	1.1	13.4	5.3	0.8	42.0	0.0	0.75 pieza	1
Barrita de granóla sabor manzana	Cereales	55.0	0.8	11.3	1.0	0.7	39.5	0.0	0.5 pieza	1
Barritas de fresa	Cereales	97.0	1.0	14.4	3.9	0.3	36.6	0.0	0.3333333333333333 pieza	1
Base para pay	Cereales	110.0	2.4	9.0	8.0	0.0	150.0	0.0	20 g	1
Bebida láctea fermentada	Azucares	50.0	0.9	11.7	0.2	0.0	0.0	0.0	1 pieza	1
Bebida para deportistas	Azucares	40.0	0.0	9.8	0.0	0.0	59.4	0.0	0.25 bote sport	1
Bebida para deportistas en polvo	Azucares	36.0	0.0	9.5	0.0	0.0	60.3	0.0	2 cucharadita	1
Berenjena picada cocida	Verduras	26.0	0.6	6.5	0.2	1.9	0.0	184.1	0.75 taza	1
Berro crudo	Verduras	17.0	0.6	0.4	0.0	0.1	0.0	50.2	1 taza	1
Betabel crudo	Verduras	19.0	0.8	4.3	0.1	0.3	0.0	131.0	0.25 pieza	1
